Name,overall_ratings,tota_no_ratings,total_no_review,five-star,four-star,three,two-star,one-star,reviews
HUIDI 98 cm (40 inch) HD Ready LED Smart TV  (HD42D1M18),,,unavailable,"1,557",436,70,36,138,"The picture quality is crisp n delight to eyes.the sound is pretty loud so I prefer lesser volunteer me to avoid disturbing neighbours. The apps running smoothly .  The casting is smooth too with Hout any hassle or lag.At present happy with purchase n time will tell the durability of the product. Now enjoying the TV.READ MOREIt is really a value for money. This is a 4K latest Anroid Smart TV just launched, TV is working fine with very high picture quality and the USP of this smart anroid TV is that it contains 40 W speakers which are really fantastic.It contains lots of ports including HDMI, USB and LAN ports. You can cromcast your mobile screen directly to your TV screen. It contains Google voice assist function on its remote fromwhere you can just speak and all is reflected on your screen.It's really a valu...READ MOREBest picture quality and good sound, tv function very easy worth of every penny and also flipkart is make my home beautiful with this tv.its good choice of 4k tv ever.READ MOREOne of the best VFM TV one can buy….Sound Output is really good….Picture clarity is also really fine….Connectivity is pretty goodREAD MOREFantastic Purchase...This TV has a very good with high contrast ips panel which has excellent viewing angles and colours, the best part is the 40 watts speakers which is excellent and much appreciated in this price bracket.Overall considering the price, screen quality and speaker setup this is a must buy and you hardly have any competition in this price bracket and that too in 4K ultra HD TV.READ MOREI was skeptical before ordering Thompson TV, but they have delivered as promised. Product usage started around 19/01/2022, and till date my feedback is - 1 Picture quality is good, crystal clear and their is no light leakage or other issue due to motion sensor. 2 Audio is good, you can clearly hear beat drop, even slight music instrument playing in back groundI will recommend if you are planning to buy a good smart tv in budget price, you can plan for it.READ MOREGood product.Screen size good.Colors good.Picture quality good.Android version is 9.0 - no option to upgrade to 10.0Cannot find or install Jio TV.Sound quality fine compared to 40 watt speakers (as claimed in the description).Does not support DolbyBluetooth range on 2 meters (tried connecting my Jabra headphones).Android gaming controllers do not connect.READ MOREOne of the best smart TV in this price range. Totally satisfied and happy to have this product at home.Shall recommend everyone to go for it without any second thought.READ MOREBuild quality is not at all good , top side of the frame is not properly fixed.Picture quality is okay.Sound is just okay.Overall an Okay okay product. Don't expect miracle from this one.READ MOREI have bought this tv during flipkart sale and got a wonderful tv in my budget. Pros- 1. Brilliant color & display2. Wide angle viewing3. Sound just loud and clear.4. Slim than my existing led tv.5. Handy remote.Cons- still searching....READ MORE"
SAMSUNG 123 cm (49 inch) Ultra HD (4K) LED Smart TV  (49KS7000),,,unavailable,"3,203","1,391",303,93,245,"TV is awesome and desire for a needful customer which demand in TVand I am happy to see audio jack its amazing to connect home Theatre enjoy movies and vedio songsREAD MOREBought this LG 43 inch LET TV for my home. Without waiting for installation I opened the pack and completed the installation myself. I have connected my Dish TV set top box through HDMI. I was also able to set up my Prime TV account and watched a prime video. My initial opinion about the TV is that it is excellent. My top priority was picture quality. I am fully satisfied by the TVs picture quality, particularly the Animal planet HD channel. Even the SD channels are not bad. Regarding sound q...READ MOREDisplay quality is best and sound is best , connectivity is also best awesome tv at this price😊READ MOREReceived this TV with one day of placing order kudos to Flipkart for keeping their comment always. Moreover, Installation done on same day. LG Installation guy was superb he did wall mounted while my mother/father in law had no idea how TV will fit in that particular position. Thanks to LG representative Sh. Ranjan for his great support. Normally I am not prefer UHD and 4K combination to buy as both the option are futuristic, has no value as of now. Full HD with smart/android option is more t...READ MOREBEST IN BUDGET In this price this is best deal, color look different than va panel but its ok..no branded manufacturers giving 43 inch tv in this Price , Upscalinng of sd channel is better than vu, mi tv. Sound is good . Hdr mode is terrific..full hd videos are awesome deep colors, less contrast than samsung tv but this is ok. Highly recommend for big tv lovers.READ MOREBest IPS LED Display  with FHD Resolution.Sound output is too good.1) The general settings is popup bit slower after updating  my WebOs to 4.7 2) In description 2 unit remote is mentioned but magic remote is not there . Major disappointment.  3) lg tv plus app is also not easy to connect. Which can be used like magic remote.So these 3 things are big disappointing, so i have given 4 star for the product.READ MOREI am writing this review after using for 7 days. Best LED TV with IPS Panel in this range. Colours are really good ad sound is also sufficient for a medium size room. Smart features including all the apps like Prime, Netflix, hotstar and Zee5 works like a charm. I would recommend to go for this TV without second thought. LG brand is always trustworthy since I had my first CRT TV of LG brand. You might feel hesitate to spend few extra thousands when compare to chinese companies like Realme, MI...READ MOREPros :1. Good picture quality even with SD set top box2. Good sound clarity3. Connectivity is goodCons :1. No magic remote as it is 2019 model so very difficult to type and search2. Bass is less and so music lovers please don't go for it3. LG technicians don't know about the product, we need to learn to use it of our own4. If this tv is used with sundirect dth, if you increase/ decrease tv volume, dth channel will Change. LG technician says it a known issueOverall, good product at ...READ MOREI brought 43inch led TV at great price of 27,999 . Awesome picture quality and sound is outstanding . Gives best output of sound and picture in HD and Full HD mode. Service engineer was friendly and good in behavior, he did a nice work immediately within 24 hour after receiving the TV. Hence, I am going to rate it 5/5.Guys go for it its a best option.READ MORELets talk about  delivery.. Flipkart takes 7 days to deliver the product to my pincode.Installation is done very next day after delivery.Product after 1 month usePros1. Best in class Display.2. Dolby Atmos support for sound.3. Build Quality is way better than other Chinese brand.3.  Seamless connectivity.4. Supports smart deviceCons1. No bluetooth  support.2. Doesn't have smart Remote.Overall a value for money product. And Yes brand value matters when come to parents point of v...READ MORE"
IMPEX Titanium Series 81.28 cm (32 inch) HD Ready LED TV  (TITANIUM 32 AY20),,,201 Reviews,617,241,62,9,57,review unavailable
SAMSUNG Series 7 138 cm (55 inch) Ultra HD (4K) LED Smart TV  (55NU7470),,,12 Reviews,576,139,25,21,92,"It's really amazing choice...Thanks to samsung. I choose installation with samsung by help of customer care and it worked superb for me. This tv features are really amazing..the multi view, pc mode, ambient and art mode....many many more. If you have a proper hd content to watch..one of the best screens with 120 hz refresh.READ MOREArt mode is a great feature and it's an add on for your leaving room..Very good display.. colors are really pop out and looks amazing. Intelligent mode works quite well. 40 watt sound is good enough. Tizen OS is very smooth and all the apps work well. Looks really great on the wall..Internal storage is 6 GB and it's enough..READ MOREThe tv was delivered to me within 2 days but the installation didn't happen for 5 days and i had to call flipkart and Samsung several times for the installation and then it happened, so i am really disappointed at that front. As for the tv, i found it ok, i was expecting a quality lile oled but that's my fault otherwise pics and videos are good vibrant but i highly suggest you invest in a decent soundbar.Also the offer included a free magnetic bezel worth 9900/- but flipkart is very very re...READ MORESuperb tv .. Stunning to watch movies,series in 4K.Suggest to have Home theatre for complete cinema experience.. well tv speaker quality also good if have a small living / bedroom.READ MOREBezel is the main feature of this TV as it's being said the frame... But customers have to buy bezels separately worth 6.5k  not fair at all....Bezels should be freeREAD MOREThe Bazel frame given with the TV is not as expected one.Very thin Bazel frame and it doesn't add the aesthetic look of TV.It's required some more width, especially for 55 inch.Picture quality is good as expected from a QLED.One connect is a beautiful concept.Voice control,solar recharge and universal control is a good features in beautiful Samsung remote.There is a lag in remote controlerUpdates1. At middle bottom side,I can see the LED light in-between panel and screen and servi...READ MORETV is fairly nice. The 43 inch is a bit different from other sizes in few aspects. The major one being, you wont get the no gap wall mount. Instead there are 2 very small and sleek wall mounts. That made the whole installation process a big hassle. The Jeeves executive was also surprised to see that wall mount and it took him approx. 30-45 min. to mount the TV. However, once installed, TV looks flushed inside the wall. But still, Samsung could have provided a no gap wall mount with smaller si...READ MOREMaybe not in the league of the best televisions in terms of picture quality but definitely the most stylish and eye catcher.Rich in features.Samsung TV plus is a hit or miss. Depends on individual choices.Picture and sound quality is better if not the best.Tizen Operating System is smooth and fluid.Support for all major apps.Additional bezels makes it truly stunning looking and sets it apart from the other tv's out there.Worth the value in all and every aspect. Go for it if you look...READ MOREGo for this.. just loved it!Reviewing again after 6 months... awesome product.. great picture sound and connectivity.. just go for it.. love UI too..!READ MOREAfter using 3 months of samsung frame tv, i would recommend you to buy this tv which gives you to reach maximum expectations like picture quality and function of this  Television. Believe me it's a user friendly television which you can operate easily and it will gives you a cinematic experience , from my perspective it's a outstanding television.READ MORE"
HUIDI 80 cm (32 inch) HD Ready LED Smart TV  (HD32D1M18),,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,review unavailable
Dyanora 127 cm (50 inch) Ultra HD (4K) LED Smart TV  (DY-LD50U3S),,,2 Reviews,191,71,13,1,21,"So. I've been searching for a 55 inch tv since 4 months now.. Seen Samsung, LG, Sony and many others.. Those were great but costed more than 1 lakh. Also seen numerous reviews of budget tv's like Motorola, Nokia, Vu and many more. Those were cheaper but with compromises. And now comes hisense u6g the best of the pack launched in diwali 2021. I took a leap of faith and ordered from flipkart in December 21.Man the level of picture quality this tv presents is on whole new level. I've only seen...READ MOREExcellent TV for the price point. The colours just pop due to QLED filter. Amazing Dolby vision and HDR experience. Sound is good but could have been better. One thing I'm confused with is the Model number showing as HiSmartTV A4 and not U6G - could be due to the internation product has Vida OS...READ MOREPicture quality is just great can't get any better at this price.9/10 black levels 9/10 colours6/10 Sound qualitySupports casting and screen mirroring. Played a 11GB mkv 4K HDR movie and it played just fine.Software is clean and bug free.Remote occasionally doesn't work, removing the battery and reinserting it works again. Took a month to get delivered, bad service by flipkart.READ MOREExcellent budget qled tv in this price range. Enjoying local dimming picture quality with full array with a support of  dolby digital soundbar. Built quality is also very good. Fully satisfied with the product. Will review again after few months. Thanks flipkart.READ MOREThis best QLED TV. This is Value for money. I really used 1 week. Picture quality is awesome. Sound is not bad. Looks wise it is great. I will recommend to buy it.READ MOREAbsolutely Gorgeous! I’m Awestruck after watching movies & Playing Ps4 on this tv. I was really skeptical about this but did enough research before buying & I guess it was the right decision. Beautiful design lesser price higher performance. Simply beautiful.READ MOREAmazing display, I mean it. In its price range hisense gave us a 10 bit display. All other manufacturers even Sony give us only 8 bit display. This is a genuine 10 bit display and I have tested it. Great black levels. The only problem is sound. Even though it support Dolby Atmos, Netflix doesn't process through TV like LG TVs. Great value for moneyREAD MOREExtremely happy with the TV and the Full arrey QLED TechnologyWorth every pennyPicture quality is superb 10/10Sound quality excellent 10/10Connectivity is too good 10/10I have purchased this TV after lot of brainstorming and research. TV with these specifications is really worth, TV is upto date with all specifications and connectivity features.I highly recommend this TV for those who are in search for 65 In with great features, greater picture quality and great design.READ MOREBuyers Beware! Faulty Product, Cheap Hardware.My 55"" QLED TV stopped working within 1 month of usage. Now its no longer serving its purpose as a TV, only getting audio output, no video output.Poor quality product !READ MOREBasically I loved this TV and purchased it for its screen. If you have some great sound bar then go for it otherwise do not expect much w.r.to sound from tv. I have samsung HT-J5550K home entertainment system which got  connected easily.Still need to explore it because lots of functionalities are there.It seems need to read the tv manual to understand.Delivery was as usual pathetic from flipkart and took almost 22 days to deliver the product. Installation was also not great. Installation ...READ MORE"
Coocaa 80 cm (32 inch) HD Ready LED Smart Android TV  (32S7G),,,201 Reviews,9,3,1,0,0,review unavailable
SAMSUNG Series 5 123 cm (49 inch) Full HD LED Smart TV  (49M5570),,,0 Reviews,"3,446","1,590",405,80,327,"Being a Nokia fan, My honest review after one month of usage is below.Good things: Performance is good,Picture Quality is good,Sound Quality is good,Great value for money, HDR10 and HLG supported,Applications support is good,300Mbps Connectivity Speed on 2.4Ghz WiFi,Chromecast is smooth but it needs atleast 144Mbps WiFi connection and it also works on the same mobile which has a hotspot on,Product delivery was fast,The installation was also good.Bad things:No Wide Color Gamut Sup...READ MOREI am giving this review after 6 months of use, this is an amazing product overall, but if you compare to big brands then yes there are some little differences.The system is a bit lagy in the starting 2-5 mins but after that it's all good. Sound quality is one of the best feature of this tv. Connectivity and everything is good. If you are looking for smart tv in this budget then you should really think this as one of your top options.READ MOREI'm enjoying this TV but there's a problem that there was a feature in TV which was removed later on in the system upgrade.There was TV Hotspot feature available before system upgrade in Fast Cast app to cast mobile screen by connecting to TV's Hotspot without any internet connection but after system upgrade this feature is not showing.When I complained about this, a guy from Technical team visited but even the entire technical team is not aware of that feature. They says, there's no such...READ MORESuper 👌  Super 👌. We  are  happy to  use  this product. Thanks to  flipkart. every thing very  attractiveREAD MOREGreat oneREAD MOREMust buy product!This Nokia TV is one product that is just worth of money. With an Ultra HD feature, the picture quality is superb. The TV has inbuilt Onkyo sound system and hence you don't need any additional speaker/soundbar system. The 43"" inch display is easy to use. One of the best android TV which you can find at such reasonable price. Very good delivery and installation makes it a great purchase. Happy customer.READ MOREUndoubtedly Nokia proven their brand value. Awesome picture quality, Ultimate sound quality & the remaining features are good. So far this Android TV is being worked fantastic. We're very happy this Nokia TV & would like to recommend to the buyers go ahead to buy without hesitate. Thank you so much to Flipkart for selling such kind of unremarkable TV product & also Thank you to the product dealer. Keep it up & gain trust of the buyers against the product.READ MOREAwesome 4k Picture Quality , Sound was amazing 👍 😊 So Happy for this Best ProductREAD MOREA perfect blend of premier quality TV in the budget..Personally i am very much happy for this deal as i have done lot of research selecting the TV and finally gone with the decision to buy NOKIA TV.far best product than cheap Chinese brands. Go with it without any second thought.READ MOREOrder it on 27/03/2021. got delivered  on 31/03/2021 and next day it was installed.  So everything from ordering to installation was done one time. The Tv is as described but the installation guy should know basic features about the TV which he should teach while installation.I had order 43"" 4K TV. There was no 4K mentioned in the box but if the YouTube  or any aap support 4K video then we can switch to 4K. The 4K videos take too much time to start also buffering was seen in many vidoes...READ MORE"
LG 123 cm (49 inch) Ultra HD (4K) LED Smart TV  (49UK7500PTA),,,45 Reviews,130,17,4,0,2,"The BEAST you can bring to your home! Sony leads any brand for it’s picture clarity! This takes audio to whole new level!! The google tv experience has been very smooth and works well with iOS environment as well!Dont worry about storage, it can easily be extended via firestick etc :)You will love the experience:)READ MOREPicture and sound quality is awesome. . Value for money.... Great price in flipkart and on time delivery. Installation - very next day of delivery... Really service is very good by EESHA technologies by Sony... Technician provide very good installation and Demo by Thilak.READ MORENice product. Picture quality is excellent in HDand 4 k channels..SD channels are not so clear. perfect sound. It takes One week for delivery. Installation talkes one day after delivery. Compare to other TVs there is less internal storage.Overall very good product.READ MOREPros:1. Picture quality is perfect(I think it is better than its competitors at this price range)2. 4k videos can play perfectly fine.3. Bezels are thin.(for people who don't like thick bezels it's a perfect tv).4. Patch wall looks goodREAD MOREExcellentREAD MORENiceREAD MOREGreat stuffREAD MOREVery good televisionREAD MOREExcellent service and installation by access electronics pallakad worth for moneyREAD MOREGoodREAD MORE"
LG 123 cm (49 inch) Full HD LED Smart TV  (49LH600T),,,1 Reviews,"5,085","2,080",464,120,445,"Giving this review after two days of use. Very happy with the product, flipkart quick delivery  and the installation. As per the promotional offer from hisense my 55"" tv will be under warranty of coming 5yrs. Hope there won't be any issues before and after. Initially I thought of using my Sony home theater for better audio, now I realized it don't need because of Dolby Atmos. Thank you Hisense and Flipkart.READ MOREI bought this TV with some expectation as I understood that this is an international brand. But not as expected.What i like: 1) Light weight. Easy to cary. (But we don’t carry or change location all the time)2) Easy to setup, hope most of the TVs now a days are simple to setup.3) latest android and most of the apps are installable. How ever i saw still some app are not available but sufficient apps are available.4) Happy with the 4K quality at this price range. Sony and Samsung have exc...READ MORESuperb fantastic and fabulous pictures quality This range. Connectivity is fast no lag.And  Smooth mirroring cast. Thank you flipkart for super fastest delivery. I happy to buy this product 👍👍👍👍👍READ MOREPicture quality is very good as compared to other budget televisions like MI. It supports all video formats like x265 and h265 Operating system is not very fast but it works smoothly. One of the major issue that I have noticed is that-Tv has noticeable motion blur/judder problem while playing action movies or when camera moves little bit quickly. 4k 60 fps plays smoothly but movies/TV shows are usually coded at 24fps. So, it is bit irritating for a cinema lover. Just watch cricket highlight...READ MOREMaster blaster💥This is a value for money product...must buy and experience flagship quality in a budgeted smart tv.I was bought this one on 8th of August during the offer period of 5 years of panel warranty at 12 months NCE. The size of the screen is 55 inches.RatingPicture quality -5/5Sound (By activating Dolby Atmos) 5/5Without Dolby 5/5 however, Dolby enhances the volume.Build quality- 5/5(Remote quality is also very good)Features -5/5 ( it's a feature pack..you can control eac...READ MORESuperb product i must say,  I wanted to go for brand like Sony, Samsung. But i gave a try to this product looking to inaugural offer of five year warranty on panel which is most costly part of Led TVs.  I got almost in half price in comparison of big brand. ProsConnectivity is awesome,  Sound is good,  Build quality is goodPicture quality is also very goodBezzleless design looks elegant ConsWall Stand is quite deepPerfect buy in this price segment, its better than any brands VU, ...READ MOREMind blowing purchase Thnx fr Flipkart fr bringing such an awesome tv in v affordable pricing n add on to ur Discounts ( credit Card n SuperCoins n Gift voucher won in ur *Fake or not* show ) HiSense is abrand to watch out fr future , expecting 75"" n 85"" Qled TV's v damm affordable pricings in future Thnx fr 5years Panal guarantee service I'm only worried now about Power consumption of Tv as Power rating stars are not mentioned n given in tvREAD MOREBought this TV in the inaugural sale with 5 year panel warranty, I am happy with my purchase and here are my thoughts after 4 days of usagePros:1)The picture quality is really amazing, Clarity is also good.2) HD channels look really great, SD channels look decent.(Yes only decent not great)3)This TV shines while using the OTT platforms, you can truly experience the quality of the 4k panel while playing content on OTT platforms 4)Sound is also great, I don't think you require a Sound Bar...READ MOREProduct satisfies all the mandatory requirements one who looks to have an android TV.. Only one improvement could be in wall mounting bracket. May be one who is living in compact homes will find it bit risky of getting TV hit accidentally. Distance between TV panel and wall behind it is huge due to bracket depth is more comparatively. It should be short i guess. Leaving that its worth buying in this price range.READ MOREFirst of all thank you Flipkart,Second one is Hisense.Now review for my 43’ led Tv. Some people say this product review wrong .But My opinion this one is awesome.Very fast connect .Picture quality is very nice 4K mode and HD both mode . Product is impressed for me and my family. Sound is very nice . All function are work very nicely  and also useful .All over experience is unbelievable. Once again Thankyou Flipkart and installation team.READ MORE"
Oxygen A2 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (43 A2),,,2 Reviews,128,43,13,7,14,"Best 4k tv in this price range.Pros :1. Excellent picture quality. 4k videos looks awesome2. Superb sound quality. It comes with true theatre like sound. Very loud and clear sound. Much better than my other tv having 40 watt sound.3. All major OTT program support like, prime videos, hotstar, Zee 5, SonyLiv, mxplayer, YouTube , sawan etc.3. Premium remote having mouse pointer and shortcut keys for all needed functions4. SD contents also look very good.5. Excellent Build quality Guys ...READ MOREExcellent product ,Value for money,Excellent sound quality with dbx tv support,Cons:-Bluetooth not available,Play Store not available.READ MORELoved the product but only one drawback cannot install new apps as per ur convenience got replacement of my product 2 times the major problem is you cannot sign in with you tubeREAD MORENice picture quality better than Nokia , IFFALCON , even far better than MI TVGOOD Job by SansuiREAD MOREMuch better than expected.excellent picture and sound quality.fast delivery and installation.It's a very good deal.READ MOREAll rounder Led Sound and pictures quality mind blowingREAD MORENice Product,good clarityREAD MOREOverall very good tv with nice picture quality but sound through aux cable is not up to the mark.READ MOREThe software update for the tv is not frequent, also unable to update the apps in the TV, and some New apps are also not AvailableREAD MOREMy tv remote not working after 3 months I have complaint on Sansui they informed no such model exist no response and no response from filpkart toooo regarding this issueREAD MORE"
SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV  (65KU6470),,,23 Reviews,2,1,1,0,0,review unavailable
SAMSUNG Series 6 123 cm (49 inch) Ultra HD (4K) LED Smart TV  (UA49MU6470ULXL),,,unavailable,"18,463","6,833","1,239",378,"1,494","This is my first Smart TV and probably first detailed review ever.I bought this TV after a long research and hesitations. I was worried about my TV experience in low budget and I cannot afford LG, SONY and SAMSUNG high end TVs. Low Budget segments from these makes are not upto the mark as per my research. So competition was between either Mi or Vu. Don't compare this TV with QLEDs and OLEDs. They are high quality brand Tvs which require deep pockets too. I, Like many other thought Vu is Chi...READ MOREGreat product at the price....Operating is simple and remote is Bluetooth connected (no IR Sensor) which I liked it very much. Google assistant voice commands make it easy for operating. Bluetooth earphones can  be connected. Inbuilt chrome cast & Phone mirroring works like charm. Picture quality is great. Speakers : it is more than enough for 30 feet Hall.Definitely worth every rupee...Review based on one week usage.READ MOREUpdate 1 : Few days of Usage.1. Value for money. Hits above it's price bracket.2. Fast (2GB Ram), have good internal memory at 16GB.3. Happy with the sound quality, it gets loud if you have right audio settings. ( Refer Tech Singh YouTube video)4. Tv display is bit flimsy while holding the tv for mounting, but it may be because it is large at 55 Inch.5. I sit 8 feet away from my tv and it feels large, like a theatre in here, not sure if that is a good thing for eyes, let's wait and see....READ MORESo got delivered just in 2 days. Awesome picture quality.  4k videos lagging for sometime. 2gb ram seems quite good. But design is super cool. Built quality is superior .  In the end value for money . Go for it. WiFi connectivity is really fast. Lest wait for a week. I will update .READ MOREAfter using 10 days , I am writing a review for this television.Pros :1. Picture quality is best ,you can't get this quality at this price in any other brand.2. Performance is great. Tv responds quite fast, no lag so far.3. Sound is amazing, only 25% volume is enough to listen. True surround X feature works great.4. Features such as picture setting and sound setting works fine too.5. Prime, Netflix, hotstar n all apps are working fine. Just Jio Tv doesn't work( Need mouse for toggling)...READ MOREAfter 2 weeks usage.1. Awesome picture quality.2. Sound is loud,but little bit clarity is missing(Ok).3. Built-in chromecast is working Fine4. Checked OTT Apps -prime,netflix,hotstar,Ahaa. All are working Fine.5.Best budget TV with best features in this price segment.6. Value for moneyREAD MOREExcellent TV. I am writing this review to help others for the correct choice..It has awesome picture quality and sound. Internet connectivity is good. Non HD channels quality also good.READ MOREReally after a long time I brought a Vu TV this is my first TV I never seen such a TV like this,  picture quality amazing, sound, full screen display is very good advantage, connectivity super fast we should install google home for that, most probably I like this TV..  Wait for more ten days for my more reviews..READ MOREI have been using SONY full HD for the past 4 years... Planned to go with Sony again but this product changed my mind to choose this because of the specs... It does what are the things that have told in the specs sheet.. Being a #Rahmaniac (#thalaivARR) fan sound quality is damn good.. Clear voices and great highs and lows.. Mind blowing one... What a great TV to upgrade...VU u r simply Awesome... Thanks for the great product..READ MOREI bought this TV for PS 4 Gaming which i thought. Would provide me a great gaming experiance as expected the TV picture quality is great and sound clarity is also great. Good TV for less Budget. Awesum from VUREAD MORE"
SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV  (UA65NU7470UXXL / UA65NU7470ULXL),,,unavailable,290,117,23,7,27,"I've been using it for almost a week here is my review of motorola revou qled 50 inch tv. The build of this Tv is very good  it comes with metal stands which looks stylish and premium. the thin bezel design gives the tv futuristic looks The panel is VA dled  with quantum filters which gives very beautiful picture quality it has enough briteness to view HDR contents  the 60w speakers are awesome  produce  good sound output  However the storage is very less around 7.3 gb of free space and the n...READ MOREIt is okay product but just after 10 days price reduce by 5K , which is really disgustingIt doesnot seem qled tv, it is normal led tvSound is not ao much effective as mentioned in description, it is just like good for nothingREAD MOREI am So Happy for this Deal Really Amazing QLED in this Range .Picture Quality Is Very Very Amazing And Sound is also Great ☺️ Over All Value For moneyREAD MOREOne of the best QLED TV at this price range with such a superb specifications. I t is really difficult to find such specifications at this price range.JEEVES service person is knowledgeable with soft spoken & explained all the features of TV & how to save guard TV from damages. I also purchased compleat warranty via. Him.This review is just after 48 hrs of installation over all I am happy ,expecting similar services from JEEVES in future too.READ MORETV is good picture quality is also good. Worth it QLED in this price range. But the only drawback is it does not have ARC or eARC hdmi port for the sound bar to connect. How to connect the soundbar now. My soundbar does not have optical slot. Overall quality and clarity is Good.READ MOREI've been using this TV for past two weeks now. Excellent QLED; The display is amazing and produces all colors with utmost clarity. This VA panel does not wash out the colors while viewing from sides. It has good viewing angle. TV when powered on in the morning takes 60 seconds to boot which is normal to any android TV. Once the TV is up everything works quick; Buttery smooth interface but the spotlight remote disconnects often. It reconnects without any hurdles but we often get notificatio...READ MOREVery good TV. Didn't disappoint at all. I was initially worried about the comparison of Motorola TV vs standard and well proven brands like Sony, Samsung and LG. Because one could see other brands in showrooms and feel the experience. But after going through feedback online and also hearing from a friend who had used Motorola TV I went ahead and purchased this 55"" inch TV. Its sleek yet Audio (Dolby) is very good. No need of Home theatre if you have this TV.  Mainly display is good which is w...READ MOREIt is really a super cool TV.. it feels like premium and value for money 💰.READ MOREEarlier I have Samsung 4K 40' but Motorola give me totally different experience, picture & sound quality is superb.READ MOREBought it as a replacement for my damaged Motorola ZX Pro 55"" TV.Picture quality is better than ZX Pro. Better than VU Premium TV also. Upscaling of SD content is excellent. Design isn't bezel-less. There's a thin bezel which protrudes out. Sound quality is acceptable.There are following issues with the TV. 1. Prime videos does not play UHD+HDR contents (Example: The Tomorrow War movie). It'll play normal content, HDR contents and UHD content, but not those videos which are both HDR and ...READ MORE"
SAMSUNG Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV  (QA55Q60RAKXXL),,,2 Reviews,5,0,0,0,1,"Pure depth black levels, true color display. OLED stands apart with an amazing speaker config with really professional and friendly installation experienceREAD MORE"
VG 80 cm (32 inch) HD Ready LED Smart Android TV  (VG32HAB1SLHZ37N),,,0 Reviews,70,10,1,0,5,"LG has a monopoly on the OLED TV market and this CX shows it why.I have been using it for around 15 days now, here's the pros and cons:Pros --OLED panel produces absolute blacks, the contrast is infinite to 1. This makes the bright parts in a scene pop. -HDR, Dolby Vision and normal 4K content is phenomenal, RTings review holds up in every regard here. -Tons of picture modes and complete control over many picture settings.-AI Sound Pro is fantastic, soundbar is optional really, the TV...READ MOREWriting this after a month, QUALITY IS TOP NOTCH, The Best OLED in the market, sound quality is also pretty great didn’t expect that , anyway you’ll need a home theatre to enjoy Dolby Atmos & Vision. Overall GREAT value for money especially if you buy it from Flipkart.READ MOREThis is our 2nd LG OLED TV, so obviously we like the product enough to buy it again for our other room as well. Picture is great, the webos is easy to use and ultra responsive. Same for the magic remote. Easy to pair with the settop box and soundbar, and you will forget the pain of having to use multiple remotes..Cons:Sound is poor and a soundbar is needed for sure which we factored in.The OS doesn't let you rename the bluetooth headphones, a minor inconvenience to identify yours, if more...READ MOREEvery thing is just great..loved it.. obviously for dark room environment.. with no light source to reflect..free internal storage is just 1gb... Out of 3gb ..overall smooth operation.. mind-blowing picture quality..thanks to flipkart and omnitech for such exceptional deal..READ MOREgreat tv amazing picture sound quality works pretty well for ps5READ MORELG is a market leader when it comes to OLED technology. (Even Sony buys OLED panels from LG)There is no other product available that gives you all the features available in this TV at this price point:4K, 120Hz, freeSync, gSync, Dolby Vision, Dolby Atmos, 4 HDMI 2.1 ports, variable refresh Rate, HDR10 along with the OLED goodness (contrast ratio thanks to perfect inky black)The only factor against OLED is burn-in. LG covers burn-in damage with their warranty (you can extend it up to 5 yrs)...READ MOREIt's awesomeREAD MOREPicture quality is top notch. Its a treat to watch this tv. Make sure you turn off energy saving option. If it is on, it reduces brightness n dulls the picture.READ MOREGreat Tv for picture qualityREAD MORETv is not perfect after 6 month lining on the screen & high price tvREAD MORE"
